Country Name,Country Code,Year,women_parliament,arms_imports,tax_gdp,military_population,mil_spending,Region,IncomeGroup
Norway,NOR,2012,39.6,143000000,27.0450629594005,0.96595820995214,3.31385103617647,Europe & Central Asia,High income
Nepal,NPL,2012,33.2,NA,13.8621685749903,1.08645435569365,7.41696653564003,South Asia,Low income
Nauru,NRU,2012,0,NA,NA,NA,NA,East Asia & Pacific,Upper middle income
New Zealand,NZL,2012,32.2,30000000,26.8213687490241,0.361930499184704,3.0120797707522797,East Asia & Pacific,High income
Oman,OMN,2012,1.2,120000000,NA,2.69244385681698,27.3964029885234,Middle East & North Africa,High income
Pakistan,PAK,2012,22.5,993000000,NA,1.54576900858391,16.0899470655714,South Asia,Lower middle income
Panama,PAN,2012,8.5,15000000,NA,0.694886388970763,0,Latin America & Caribbean,High income
Peru,PER,2012,21.5,10000000,16.5466871027669,1.17132651263398,7.293350609105401,Latin America & Caribbean,Upper middle income
Philippines,PHL,2012,22.9,16000000,12.8879512613709,0.408664910996116,6.12720119332459,East Asia & Pacific,Lower middle income
Palau,PLW,2012,0,NA,18.2848510658052,NA,NA,East Asia & Pacific,High income
Papua New Guinea,PNG,2012,2.7,NA,NA,0.083175409496618,2.31728159243993,East Asia & Pacific,Lower middle income
Poland,POL,2012,23.7,230000000,15.9645273639474,0.946839849358712,4.19066329496737,Europe & Central Asia,High income
Puerto Rico,PRI,2012,NA,NA,NA,NA,NA,Latin America & Caribbean,High income
"Korea, Dem. People’s Rep.",PRK,2012,15.6,NA,NA,8.79760699985843,NA,East Asia & Pacific,Low income
Portugal,PRT,2012,28.7,40000000,20.895285127798,1.67589740315707,3.94033211370673,Europe & Central Asia,High income
Paraguay,PRY,2012,12.5,7000000,9.45456513417612,0.804651740719393,5.16174622601833,Latin America & Caribbean,Upper middle income
West Bank and Gaza,PSE,2012,NA,NA,4.56238789340529,5.5470368917575,NA,Middle East & North Africa,Lower middle income
French Polynesia,PYF,2012,NA,NA,NA,NA,NA,East Asia & Pacific,High income
Qatar,QAT,2012,0,319000000,NA,0.719789138381902,NA,Middle East & North Africa,High income
Romania,ROU,2012,13.3,21000000,17.9304712527931,1.64063642813606,3.5076928256405098,Europe & Central Asia,Upper middle income
Russian Federation,RUS,2012,13.6,121000000,13.7424682567436,1.79859387934811,10.8415549357231,Europe & Central Asia,Upper middle income
Rwanda,RWA,2012,56.3,5000000,NA,0.667214799510531,4.24261046436145,Sub-Saharan Africa,Low income
Saudi Arabia,SAU,2012,0,1033000000,2.53842009708408,2.21357357985253,23.0993743989847,Middle East & North Africa,High income
Sudan,SDN,2012,24.6,95000000,6.39547093547578,2.68357729890584,NA,Sub-Saharan Africa,Lower middle income
Senegal,SEN,2012,42.7,NA,NA,0.514392053583059,8.69009391093608,Sub-Saharan Africa,Lower middle income
Singapore,SGP,2012,24.2,839000000,13.5806687357042,4.75411927041662,21.7334420447866,East Asia & Pacific,High income
Solomon Islands,SLB,2012,2,NA,29.1621408367166,NA,NA,East Asia & Pacific,Lower middle income
Sierra Leone,SLE,2012,12.4,0,NA,0.45813197342311,3.84989249105085,Sub-Saharan Africa,Low income
El Salvador,SLV,2012,26.2,2000000,16.1825493313383,1.22946966464407,4.3167821401077795,Latin America & Caribbean,Lower middle income
San Marino,SMR,2012,16.7,NA,16.0616027837259,NA,NA,Europe & Central Asia,High income
Somalia,SOM,2012,13.8,NA,NA,0.658242912698559,NA,Sub-Saharan Africa,Low income
Serbia,SRB,2012,33.2,0,18.5525002126608,0.916434221183922,4.36729068164768,Europe & Central Asia,Upper middle income
South Sudan,SSD,2012,26.5,2000000,NA,4.99486242721772,27.7406667301044,Sub-Saharan Africa,Low income
Sao Tome and Principe,STP,2012,18.2,NA,NA,NA,NA,Sub-Saharan Africa,Lower middle income
Suriname,SUR,2012,11.8,0,NA,0.915204329314393,NA,Latin America & Caribbean,Upper middle income
Slovak Republic,SVK,2012,18.7,2000000,14.8123732595183,0.5846971656021,2.6878808395396097,Europe & Central Asia,High income
Slovenia,SVN,2012,32.2,NA,17.8673169141809,1.33209463278919,2.62244265344079,Europe & Central Asia,High income
Sweden,SWE,2012,44.7,207000000,25.7450491475106,0.319759509071835,2.28349177044702,Europe & Central Asia,High income
Eswatini,SWZ,2012,13.6,NA,NA,NA,6.87690601607985,Sub-Saharan Africa,Lower middle income
Sint Maarten (Dutch part),SXM,2012,NA,NA,NA,NA,NA,Latin America & Caribbean,High income
Seychelles,SYC,2012,43.8,NA,30.4051783655915,NA,2.4264049955397002,Sub-Saharan Africa,High income
Syrian Arab Republic,SYR,2012,12,481000000,NA,3.18294172123117,NA,Middle East & North Africa,Low income
Turks and Caicos Islands,TCA,2012,NA,NA,NA,NA,NA,Latin America & Caribbean,High income
Chad,TCD,2012,14.9,4000000,NA,0.741183268781977,NA,Sub-Saharan Africa,Low income
Togo,TGO,2012,11.1,NA,15.8796638489468,0.307028678789568,6.08670446859743,Sub-Saharan Africa,Low income
Thailand,THA,2012,15.8,277000000,15.4409406721686,1.13081977939054,6.515237968016491,East Asia & Pacific,Upper middle income
Tajikistan,TJK,2012,19,NA,NA,0.740050632175767,4.07052726453357,Europe & Central Asia,Low income
Turkmenistan,TKM,2012,16.8,113000000,NA,0.918294343390326,NA,Europe & Central Asia,Upper middle income
Timor-Leste,TLS,2012,38.5,NA,25.7209837814411,0.492981500220544,2.22438374417055,East Asia & Pacific,Lower middle income
Tonga,TON,2012,3.6,NA,NA,NA,NA,East Asia & Pacific,Upper middle income
Trinidad and Tobago,TTO,2012,28.6,12000000,26.3022254526488,0.610095958302577,2.65477419960567,Latin America & Caribbean,High income
Tunisia,TUN,2012,26.7,NA,21.1278896557998,1.20688875944712,5.07900138431429,Middle East & North Africa,Lower middle income
Turkey,TUR,2012,14.2,1500000000,18.3927584147484,2.28764782169488,5.96595003653643,Europe & Central Asia,Upper middle income
Tuvalu,TUV,2012,6.7,NA,NA,NA,NA,East Asia & Pacific,Upper middle income
Tanzania,TZA,2012,36,115000000,10.4330040159572,0.128812358221363,4.68552144725464,Sub-Saharan Africa,Low income
Uganda,UGA,2012,35,219000000,NA,0.371714880390015,8.66932032607348,Sub-Saharan Africa,Low income
Ukraine,UKR,2012,9.4,NA,18.316557139084,1.0042355040463,4.80564035470272,Europe & Central Asia,Lower middle income
Uruguay,URY,2012,12.1,NA,18.8218856091855,1.47091376399608,5.91688012174028,Latin America & Caribbean,High income
United States,USA,2012,18,1196000000,9.79715675746712,0.942711446854475,11.4368458235421,North America,High income
Uzbekistan,UZB,2012,22,NA,13.9795238670843,0.496320839307735,NA,Europe & Central Asia,Lower middle income
St. Vincent and the Grenadines,VCT,2012,17.4,NA,23.0142245442633,NA,NA,Latin America & Caribbean,Upper middle income
"Venezuela, RB",VEN,2012,17,687000000,NA,0.862810115525773,NA,Latin America & Caribbean,Upper middle income
British Virgin Islands,VGB,2012,NA,NA,NA,NA,NA,Latin America & Caribbean,High income
Virgin Islands (U.S.),VIR,2012,NA,NA,NA,NA,NA,Latin America & Caribbean,High income
Vietnam,VNM,2012,24.4,788000000,NA,0.986655988100248,7.32241125956719,East Asia & Pacific,Lower middle income
Vanuatu,VUT,2012,0,NA,16.6289355796451,NA,NA,East Asia & Pacific,Lower middle income
Samoa,WSM,2012,4.1,NA,20.8790839410961,NA,NA,East Asia & Pacific,Upper middle income
Kosovo,XKX,2012,NA,NA,NA,NA,2.32739427980703,Europe & Central Asia,Upper middle income
"Yemen, Rep.",YEM,2012,0.3,38000000,NA,2.54109001521153,12.628744040470199,Middle East & North Africa,Low income
South Africa,ZAF,2012,42.3,132000000,25.5881318576991,0.316715348688809,3.61136530642238,Sub-Saharan Africa,Upper middle income
Zambia,ZMB,2012,11.5,66000000,14.8921831138806,0.285713444653063,6.30794819166254,Sub-Saharan Africa,Lower middle income
Zimbabwe,ZWE,2012,15,NA,17.8354892203875,0.806164556277031,9.11431844215349,Sub-Saharan Africa,Lower middle income
Aruba,ABW,2013,NA,NA,NA,NA,NA,Latin America & Caribbean,High income
Afghanistan,AFG,2013,27.7,235000000,7.12277329020889,2.97122837311475,4.31176435442433,South Asia,Low income
Angola,AGO,2013,34.1,31000000,14.184763136916,1.09343862991579,12.0250823840334,Sub-Saharan Africa,Lower middle income
Albania,ALB,2013,17.9,7000000,16.5032748907978,0.68281209332515,4.82648553602103,Europe & Central Asia,Upper middle income
Andorra,AND,2013,50,NA,NA,NA,NA,Europe & Central Asia,High income
United Arab Emirates,ARE,2013,17.5,2275000000,0.370450571659908,0.948959676594542,19.9148885242204,Middle East & North Africa,High income
Argentina,ARG,2013,NA,12000000,12.4529027558077,0.556378259275955,2.22790560987427,Latin America & Caribbean,Upper middle income
Armenia,ARM,2013,10.7,16000000,21.5862138752919,3.47189076625548,16.797498362682102,Europe & Central Asia,Upper middle income
American Samoa,ASM,2013,NA,NA,NA,NA,NA,East Asia & Pacific,Upper middle income
Antigua and Barbuda,ATG,2013,10.5,NA,NA,NA,NA,Latin America & Caribbean,High income
Australia,AUS,2013,26,236000000,21.9581112368817,0.465551601534425,4.49368891405285,East Asia & Pacific,High income
Austria,AUT,2013,33.3,6000000,26.4151730942712,0.512028691812206,1.4537455467087501,Europe & Central Asia,High income
Azerbaijan,AZE,2013,16,404000000,13.3883331614589,1.74253776012346,12.019471361630501,Europe & Central Asia,Upper middle income
Burundi,BDI,2013,30.5,NA,NA,1.24818029738232,7.1396671645619305,Sub-Saharan Africa,Low income
Belgium,BEL,2013,38,46000000,26.1543728364895,0.756457728335252,1.80976469406576,Europe & Central Asia,High income
Benin,BEN,2013,8.4,2000000,NA,0.235441376592094,4.6141967264387,Sub-Saharan Africa,Low income
Burkina Faso,BFA,2013,15.7,NA,16.8171059045135,0.183298277204306,4.89334303122802,Sub-Saharan Africa,Low income
Bangladesh,BGD,2013,19.7,637000000,8.96241331564248,0.367192400209171,9.131855835488489,South Asia,Lower middle income
Bulgaria,BGR,2013,24.6,NA,19.8930436407744,1.40449688427361,4.54361610968295,Europe & Central Asia,Upper middle income
Bahrain,BHR,2013,10,72000000,NA,2.6030658926135,12.064285714285699,Middle East & North Africa,High income
"Bahamas, The",BHS,2013,13.2,NA,11.5079004421218,0.632049786075457,NA,Latin America & Caribbean,High income
Bosnia and Herzegovina,BIH,2013,21.4,NA,19.751544642443,0.740357896057982,2.41656981570646,Europe & Central Asia,Upper middle income
Belarus,BLR,2013,26.6,75000000,13.3549628478795,3.09445450250964,31.503620355825102,Europe & Central Asia,Upper middle income
Belize,BLZ,2013,3.1,NA,23.8019489139816,0.671862402579952,3.7707051961824,Latin America & Caribbean,Upper middle income
Bermuda,BMU,2013,NA,NA,NA,NA,NA,North America,High income
Bolivia,BOL,2013,25.4,1000000,NA,1.70641289244164,4.79018398879854,Latin America & Caribbean,Lower middle income
Brazil,BRA,2013,8.6,223000000,13.4416927830225,0.720759010111426,3.5502629601803197,Latin America & Caribbean,Upper middle income
Barbados,BRB,2013,16.7,NA,23.0699473021349,0.392719874844683,NA,Latin America & Caribbean,High income
Brunei Darussalam,BRN,2013,NA,15000000,NA,4.5989012354886,6.781533605155859,East Asia & Pacific,High income
Bhutan,BTN,2013,6.4,NA,14.7226979088787,NA,NA,South Asia,Lower middle income
Botswana,BWA,2013,7.9,8000000,25.6098926611863,1.09738967575793,6.16762520968129,Sub-Saharan Africa,Upper middle income
Central African Republic,CAF,2013,NA,NA,NA,0.45784793493728,NA,Sub-Saharan Africa,Low income
Canada,CAN,2013,24.7,202000000,11.6523990109258,0.337603963521917,2.50837990296677,North America,High income
Switzerland,CHE,2013,29,6000000,9.60281530668764,0.456414263493431,2.2056633301970203,Europe & Central Asia,High income
Channel Islands,CHI,2013,NA,NA,NA,NA,NA,Europe & Central Asia,High income
Chile,CHL,2013,14.2,54000000,17.3869727033394,1.23445672385657,8.61577837555394,Latin America & Caribbean,High income
China,CHN,2013,23.4,1372000000,9.90773307685873,0.383006229846505,6.54267787137242,East Asia & Pacific,Upper middle income
Cote d'Ivoire,CIV,2013,10.4,NA,14.5426974485359,NA,6.274818494910769,Sub-Saharan Africa,Lower middle income
Cameroon,CMR,2013,31.1,139000000,12.0104146851817,0.243992730699334,6.065423656774261,Sub-Saharan Africa,Lower middle income
"Congo, Dem. Rep.",COD,2013,8.9,1000000,NA,0.548300831040272,9.04526308049454,Sub-Saharan Africa,Low income
"Congo, Rep.",COG,2013,7.4,12000000,10.9929998301474,0.643797547131346,4.8227706709927904,Sub-Saharan Africa,Lower middle income
Colombia,COL,2013,12.1,164000000,14.0312766150922,1.8683949726708,11.344722754629,Latin America & Caribbean,Upper middle income
Comoros,COM,2013,3,NA,NA,NA,NA,Sub-Saharan Africa,Lower middle income
Cabo Verde,CPV,2013,20.8,NA,17.8393062484842,0.4995004995005,1.56693897164825,Sub-Saharan Africa,Lower middle income
Costa Rica,CRI,2013,38.6,NA,13.7417149909108,0.423915403788073,0,Latin America & Caribbean,Upper middle income
Cuba,CUB,2013,48.9,NA,NA,1.47243465803046,NA,Latin America & Caribbean,Upper middle income
Curacao,CUW,2013,NA,NA,NA,NA,NA,Latin America & Caribbean,High income
Cayman Islands,CYM,2013,NA,NA,NA,NA,NA,Latin America & Caribbean,High income
Cyprus,CYP,2013,10.7,NA,23.6027106912727,2.147361187836,3.81711652402897,Europe & Central Asia,High income
Czech Republic,CZE,2013,19.5,15000000,14.9464340791698,0.452717932495436,2.40865794914973,Europe & Central Asia,High income
Germany,DEU,2013,36.5,108000000,11.611183239369,0.43060949209901,2.73895486935867,Europe & Central Asia,High income
Djibouti,DJI,2013,12.7,5000000,NA,3.40689956354854,NA,Middle East & North Africa,Lower middle income
Dominica,DMA,2013,12.5,NA,NA,NA,NA,Latin America & Caribbean,Upper middle income
Denmark,DNK,2013,39.1,38000000,33.8197526581539,0.594205391930276,2.19857958501601,Europe & Central Asia,High income
Dominican Republic,DOM,2013,20.8,NA,13.5035356325677,1.43132815990329,3.45843636316559,Latin America & Caribbean,Upper middle income
Algeria,DZA,2013,31.6,312000000,NA,2.64116097842858,13.387974695101201,Middle East & North Africa,Upper middle income
Ecuador,ECU,2013,38.7,11000000,NA,0.83153444559859,6.575395967024781,Latin America & Caribbean,Upper middle income
"Egypt, Arab Rep.",EGY,2013,NA,675000000,13.4980649322726,2.81994970465288,4.6505941041394,Middle East & North Africa,Lower middle income
Eritrea,ERI,2013,22,NA,NA,NA,NA,Sub-Saharan Africa,Low income
Spain,ESP,2013,36,155000000,14.0677494345067,0.91584840673412,2.77893590341646,Europe & Central Asia,High income
Estonia,EST,2013,20.8,18000000,20.0373108474346,0.844533809993112,4.95879120879121,Europe & Central Asia,High income
Ethiopia,ETH,2013,27.8,153000000,8.76472537700643,0.315936561312126,4.54170429223863,Sub-Saharan Africa,Low income
Finland,FIN,2013,42.5,296000000,20.6434972420848,0.93161221082757,2.67961729524526,Europe & Central Asia,High income
Fiji,FJI,2013,NA,NA,23.645544892533,0.952803556407332,5.10739856801909,East Asia & Pacific,Upper middle income
France,FRA,2013,26.9,107000000,23.3686742185039,1.05453998673876,3.8799933971607805,Europe & Central Asia,High income
Faroe Islands,FRO,2013,NA,NA,NA,NA,NA,Europe & Central Asia,High income
"Micronesia, Fed. Sts.",FSM,2013,0,NA,5.46654241675824,NA,NA,East Asia & Pacific,Lower middle income
Gabon,GAB,2013,15.8,2000000,16.0588356064828,1.15434645899916,4.62600384947236,Sub-Saharan Africa,Upper middle income
United Kingdom,GBR,2013,22.5,494000000,24.8204234421127,0.484405447024352,4.98244539785865,Europe & Central Asia,High income
Georgia,GEO,2013,12,5000000,21.9903472877977,1.60048999236119,9.4838621056363,Europe & Central Asia,Upper middle income
Ghana,GHA,2013,10.9,63000000,NA,0.139159551723092,1.85626420295794,Sub-Saharan Africa,Lower middle income
Gibraltar,GIB,2013,NA,NA,NA,NA,NA,Europe & Central Asia,High income
Guinea,GIN,2013,NA,NA,NA,0.319829424307036,12.605953614986202,Sub-Saharan Africa,Low income
"Gambia, The",GMB,2013,7.5,NA,NA,0.124011973356028,4.26904598490048,Sub-Saharan Africa,Low income
Guinea-Bissau,GNB,2013,14,NA,NA,0.945596671499716,15.7626346495804,Sub-Saharan Africa,Low income
Equatorial Guinea,GNQ,2013,12.1,2000000,8.51634994290945,0.318946124683772,NA,Sub-Saharan Africa,Upper middle income
Greece,GRC,2013,21,46000000,24.020466544583,2.98969233566929,4.57168065603332,Europe & Central Asia,High income
Grenada,GRD,2013,33.3,NA,NA,NA,NA,Latin America & Caribbean,Upper middle income
Greenland,GRL,2013,NA,NA,NA,NA,NA,Europe & Central Asia,High income
Guatemala,GTM,2013,13.3,NA,10.9261015298199,0.708170123558108,3.3676569016114897,Latin America & Caribbean,Upper middle income
Guam,GUM,2013,NA,NA,NA,NA,NA,East Asia & Pacific,High income
Guyana,GUY,2013,31.3,NA,NA,0.366512731319512,3.91023962664588,Latin America & Caribbean,Upper middle income
"Hong Kong SAR, China",HKG,2013,NA,NA,NA,NA,NA,East Asia & Pacific,High income
Honduras,HND,2013,19.5,20000000,15.0632419088149,0.54706061595743,5.41431162673755,Latin America & Caribbean,Lower middle income
Croatia,HRV,2013,23.8,NA,20.3740848303987,1.06165759777568,3.4283256196582497,Europe & Central Asia,High income
Haiti,HTI,2013,4.2,NA,NA,0.00267100199969016,0,Latin America & Caribbean,Low income
Hungary,HUN,2013,8.8,2000000,22.7186784744846,0.874633250375695,1.9202580006558698,Europe & Central Asia,High income
Indonesia,IDN,2013,18.6,800000000,11.2853014633987,0.556533083041251,4.8150555748118,East Asia & Pacific,Lower middle income
Isle of Man,IMN,2013,NA,NA,NA,NA,NA,Europe & Central Asia,High income
India,IND,2013,11,5376000000,11.0016256942917,0.582125810579018,9.29598164191357,South Asia,Lower middle income
Ireland,IRL,2013,15.7,NA,22.8819506224482,0.413682218610921,1.24171021246674,Europe & Central Asia,High income
"Iran, Islamic Rep.",IRN,2013,3.1,31000000,NA,2.29647940733047,15.6112734196307,Middle East & North Africa,Upper middle income
Iraq,IRQ,2013,25.2,353000000,NA,2.12430306771611,6.872333397978229,Middle East & North Africa,Upper middle income
Iceland,ISL,2013,39.7,NA,21.9713399948188,0.103518061313748,0,Europe & Central Asia,High income
Israel,ISR,2013,22.5,209000000,22.9494929807817,4.96628845710742,14.6688595310188,Middle East & North Africa,High income
Italy,ITA,2013,31.4,92000000,23.6081037417238,1.43539813991566,2.7536298742587397,Europe & Central Asia,High income
Jamaica,JAM,2013,12.7,1000000,24.0120084575127,0.203936772394311,3.2572662444780702,Latin America & Caribbean,Upper middle income
Jordan,JOR,2013,12.2,75000000,15.1012608089122,5.46283451584388,12.4805352798054,Middle East & North Africa,Upper middle income
Japan,JPN,2013,8.1,276000000,10.3606176452117,0.39381513780824,2.4081090616803897,East Asia & Pacific,High income
Kazakhstan,KAZ,2013,24.3,141000000,16.0301777646187,0.785725518325292,5.442495498477061,Europe & Central Asia,Upper middle income
Kenya,KEN,2013,18.6,1000000,NA,0.167353621653143,6.15018214709519,Sub-Saharan Africa,Lower middle income
Kyrgyz Republic,KGZ,2013,23.3,NA,NA,0.823608827794699,4.25289676962519,Europe & Central Asia,Lower middle income
Cambodia,KHM,2013,20.3,67000000,12.0788529602508,2.26384826039296,7.48296801795579,East Asia & Pacific,Lower middle income
Kiribati,KIR,2013,8.7,NA,18.0395563755274,NA,NA,East Asia & Pacific,Lower middle income
St. Kitts and Nevis,KNA,2013,6.7,NA,18.5788964496624,NA,NA,Latin America & Caribbean,High income
"Korea, Rep.",KOR,2013,15.7,184000000,14.31121468508,2.49965745785784,12.574946273273198,East Asia & Pacific,High income
Kuwait,KWT,2013,6.2,73000000,0.777450690594871,1.11332023622094,8.57637598853564,Middle East & North Africa,High income
Lao PDR,LAO,2013,25,19000000,NA,3.86239232571665,0.752081779241952,East Asia & Pacific,Lower middle income
Lebanon,LBN,2013,3.1,24000000,14.0701732191488,3.97731340434164,14.280224095642,Middle East & North Africa,Upper middle income
Liberia,LBR,2013,11,NA,12.9091687870884,0.14966562509126,1.49618811881188,Sub-Saharan Africa,Low income
Libya,LBY,2013,16.5,109000000,NA,0.301114381308884,8.67235477267645,Middle East & North Africa,Upper middle income
St. Lucia,LCA,2013,16.7,NA,20.3242689068591,NA,NA,Latin America & Caribbean,Upper middle income
Liechtenstein,LIE,2013,20,NA,NA,NA,NA,Europe & Central Asia,High income
Sri Lanka,LKA,2013,5.8,20000000,10.4866231718808,2.62725029699351,12.517053371297,South Asia,Upper middle income
Lesotho,LSO,2013,26.7,NA,33.5425953948714,0.226160684905018,3.37569282380397,Sub-Saharan Africa,Lower middle income
Lithuania,LTU,2013,24.1,73000000,15.6255410355953,1.49001958408428,2.20269674611432,Europe & Central Asia,High income
Luxembourg,LUX,2013,23.3,NA,25.8944321193577,0.573725645156388,0.9670821270985159,Europe & Central Asia,High income
Latvia,LVA,2013,23,5000000,21.6973007793694,0.51931438764912,2.51530852567122,Europe & Central Asia,High income
"Macao SAR, China",MAC,2013,NA,NA,36.3769681813216,NA,NA,East Asia & Pacific,High income
St. Martin (French part),MAF,2013,NA,NA,NA,NA,NA,Latin America & Caribbean,High income
Morocco,MAR,2013,17,76000000,22.3490893564297,2.07431429270904,11.5562153589146,Middle East & North Africa,Lower middle income
Monaco,MCO,2013,20.8,NA,NA,NA,NA,Europe & Central Asia,High income
Moldova,MDA,2013,19.8,NA,15.469636092566,0.624718876505573,0.866964078496093,Europe & Central Asia,Lower middle income
Madagascar,MDG,2013,17.5,0,8.78559177309269,0.186016486227804,4.5548335596948295,Sub-Saharan Africa,Low income
Maldives,MDV,2013,6.5,5000000,NA,NA,NA,South Asia,Upper middle income
Mexico,MEX,2013,36.8,63000000,10.294578624308,0.618107071072722,2.21397007108449,Latin America & Caribbean,Upper middle income
Marshall Islands,MHL,2013,3,NA,16.3727977692941,NA,NA,East Asia & Pacific,Upper middle income
North Macedonia,MKD,2013,34.1,1000000,15.6689580043276,0.833903167164229,3.6926145193051796,Europe & Central Asia,Upper middle income
Mali,MLI,2013,10.2,6000000,13.0256031799727,0.193332170063497,5.8807143520381295,Sub-Saharan Africa,Low income
Malta,MLT,2013,14.3,NA,26.7449187576491,1.10668322361756,1.26323666978485,Middle East & North Africa,High income
Myanmar,MMR,2013,6,251000000,5.52956758874506,2.09261367917405,16.724616576954098,East Asia & Pacific,Lower middle income
Montenegro,MNE,2013,16,NA,NA,4.83279635596045,3.16885139519792,Europe & Central Asia,Upper middle income
Mongolia,MNG,2013,14.9,NA,15.7312080370605,1.4077448490616,2.05072711641536,East Asia & Pacific,Lower middle income
Northern Mariana Islands,MNP,2013,NA,NA,NA,NA,NA,East Asia & Pacific,High income
Mozambique,MOZ,2013,39.2,9000000,21.824605202842,0.100261566313045,2.88669310514457,Sub-Saharan Africa,Low income
Mauritania,MRT,2013,22.1,10000000,NA,2.01268814048853,9.92874511725458,Sub-Saharan Africa,Lower middle income
Mauritius,MUS,2013,18.8,NA,18.3666087535614,0.424805226803511,0.78233459274229,Sub-Saharan Africa,Upper middle income
Malawi,MWI,2013,22.3,2000000,14.1290373017969,0.102098422879656,3.84802560148212,Sub-Saharan Africa,Low income
Malaysia,MYS,2013,10.4,71000000,15.310235280489,0.962022436149001,5.39701455092825,East Asia & Pacific,Upper middle income
Namibia,NAM,2013,24.4,9000000,31.5388173797636,1.76856675117778,8.3699953315697,Sub-Saharan Africa,Upper middle income
New Caledonia,NCL,2013,NA,NA,NA,NA,NA,East Asia & Pacific,High income
Niger,NER,2013,13.3,13000000,NA,0.147138338090348,5.085897311462681,Sub-Saharan Africa,Low income
Nigeria,NGA,2013,6.7,30000000,NA,0.306847861212637,3.51169287592418,Sub-Saharan Africa,Lower middle income
Nicaragua,NIC,2013,40.2,NA,15.0204806853043,0.443606848994011,2.80997331300038,Latin America & Caribbean,Lower middle income
Netherlands,NLD,2013,38.7,331000000,19.6920947880502,0.481784538833169,2.55198738253966,Europe & Central Asia,High income
Norway,NOR,2013,39.6,51000000,25.1657645290607,0.95640037588759,3.2621220657277004,Europe & Central Asia,High income
Nepal,NPL,2013,33.2,NA,15.2928211085356,1.07774434360143,8.652327067345569,South Asia,Low income
Nauru,NRU,2013,5.3,NA,NA,NA,NA,East Asia & Pacific,Upper middle income
New Zealand,NZL,2013,32.2,26000000,26.6464711976419,0.355130401794537,2.95550306072617,East Asia & Pacific,High income
Oman,OMN,2013,1.2,490000000,NA,2.41446748919526,24.806078893141002,Middle East & North Africa,High income
Pakistan,PAK,2013,20.7,1075000000,NA,1.4947031319771,15.9065179874672,South Asia,Lower middle income
Panama,PAN,2013,8.5,30000000,NA,0.671225405881613,0,Latin America & Caribbean,High income
Peru,PER,2013,21.5,22000000,16.4330066930272,1.16128233876457,7.58619552958444,Latin America & Caribbean,Upper middle income
Philippines,PHL,2013,27.1,78000000,13.3095109014712,0.401647906756723,6.66056410018122,East Asia & Pacific,Lower middle income
Palau,PLW,2013,0,NA,18.5169529841299,NA,NA,East Asia & Pacific,High income
Papua New Guinea,PNG,2013,2.7,NA,NA,0.0812482467483596,1.7903764420157902,East Asia & Pacific,Lower middle income
Poland,POL,2013,23.7,152000000,15.5623621291633,0.94459338973874,4.15402054551895,Europe & Central Asia,High income
Puerto Rico,PRI,2013,NA,NA,NA,NA,NA,Latin America & Caribbean,High income
"Korea, Dem. People’s Rep.",PRK,2013,15.6,NA,NA,8.72618349891989,NA,East Asia & Pacific,Low income
Portugal,PRT,2013,28.7,13000000,22.7209012040305,1.50738050116013,4.18430708439176,Europe & Central Asia,High income
Paraguay,PRY,2013,17.5,0,8.9725202099943,0.799062600667759,5.45833472295863,Latin America & Caribbean,Upper middle income
West Bank and Gaza,PSE,2013,NA,NA,4.80554284920523,NA,NA,Middle East & North Africa,Lower middle income
French Polynesia,PYF,2013,NA,NA,NA,NA,NA,East Asia & Pacific,High income
Qatar,QAT,2013,0,73000000,NA,0.675032493089498,NA,Middle East & North Africa,High income
Romania,ROU,2013,13.3,20000000,17.6082846520171,1.64935066492378,3.7819225244427996,Europe & Central Asia,Upper middle income
Russian Federation,RUS,2013,13.6,183000000,12.9072846292223,1.66954537365201,11.12217788921,Europe & Central Asia,Upper middle income
Rwanda,RWA,2013,63.8,15000000,NA,0.649819990579467,4.03252634921595,Sub-Saharan Africa,Low income
Saudi Arabia,SAU,2013,19.9,1615000000,2.73392868606053,2.11166785068401,25.265548377757302,Middle East & North Africa,High income
Sudan,SDN,2013,24.6,130000000,7.04007299477759,2.60847397758528,NA,Sub-Saharan Africa,Lower middle income
Senegal,SEN,2013,42.7,6000000,NA,0.505557187895221,8.84290272338238,Sub-Saharan Africa,Lower middle income
Singapore,SGP,2013,24.2,791000000,13.2712500808714,4.66584076648763,20.5072336694432,East Asia & Pacific,High income
Solomon Islands,SLB,2013,2,NA,30.2830995163276,NA,NA,East Asia & Pacific,Lower middle income
Sierra Leone,SLE,2013,12.4,1000000,NA,0.452179050846027,4.11361395707038,Sub-Saharan Africa,Low income
El Salvador,SLV,2013,26.2,NA,17.0547041971716,1.20428786133762,4.42024939512377,Latin America & Caribbean,Lower middle income
San Marino,SMR,2013,18.3,NA,15.3535422775801,NA,NA,Europe & Central Asia,High income
Somalia,SOM,2013,13.8,3000000,NA,0.350200139379655,NA,Sub-Saharan Africa,Low income
Serbia,SRB,2013,33.2,NA,NA,0.90338440209752,4.49214605639699,Europe & Central Asia,Upper middle income
South Sudan,SSD,2013,26.5,9000000,NA,4.28685303277473,25.931877181989098,Sub-Saharan Africa,Low income
Sao Tome and Principe,STP,2013,18.2,NA,NA,NA,NA,Sub-Saharan Africa,Lower middle income
Suriname,SUR,2013,11.8,7000000,NA,0.949593241245631,NA,Latin America & Caribbean,Upper middle income
